Composition,Capacity,Ages,AbleKids,DisabledKids,SevereKids,Carer,Housing,MaxME,WAllow
1,1,2,4,2,2,True,True,3862.87,867.59
1,1,2,4,2,3,True,True,4547.94,867.59
1,1,2,4,2,4,True,True,5233.01,867.59
1,1,2,4,3,0,True,True,2906.77,867.59
1,1,2,4,3,1,True,True,3591.84,867.59
1,1,2,4,3,2,True,True,4276.91,867.59
1,1,2,4,3,3,True,True,4961.98,867.59
1,1,2,4,4,0,True,True,3320.81,867.59
1,1,2,4,4,1,True,True,4005.88,867.59
1,1,2,4,4,2,True,True,4690.95,867.59
1,1,2,4,5,0,True,True,3734.85,867.59
1,1,2,4,5,1,True,True,4419.92,867.59
1,1,2,4,6,0,True,True,4148.89,867.59
1,1,2,5,0,0,True,True,1932.57,867.59
1,1,2,5,0,1,True,True,2617.64,867.59
1,1,2,5,0,2,True,True,3302.71,867.59
1,1,2,5,0,3,True,True,3987.78,867.59
1,1,2,5,0,4,True,True,4672.85,867.59
1,1,2,5,0,5,True,True,5357.92,867.59
1,1,2,5,1,0,True,True,2346.61,867.59
1,1,2,5,1,1,True,True,3031.68,867.59
1,1,2,5,1,2,True,True,3716.75,867.59
1,1,2,5,1,3,True,True,4401.82,867.59
1,1,2,5,1,4,True,True,5086.89,867.59
1,1,2,5,2,0,True,True,2760.65,867.59
1,1,2,5,2,1,True,True,3445.72,867.59
1,1,2,5,2,2,True,True,4130.79,867.59
1,1,2,5,2,3,True,True,4815.86,867.59
1,1,2,5,3,0,True,True,3174.69,867.59
1,1,2,5,3,1,True,True,3859.76,867.59
1,1,2,5,3,2,True,True,4544.83,867.59
1,1,2,5,4,0,True,True,3588.73,867.59
1,1,2,5,4,1,True,True,4273.80,867.59
1,1,2,5,5,0,True,True,4002.77,867.59
1,1,2,6,0,0,True,True,2200.49,867.59
1,1,2,6,0,1,True,True,2885.56,867.59
1,1,2,6,0,2,True,True,3570.63,867.59
1,1,2,6,0,3,True,True,4255.70,867.59
1,1,2,6,0,4,True,True,4940.77,867.59
1,1,2,6,1,0,True,True,2614.53,867.59
1,1,2,6,1,1,True,True,3299.60,867.59
1,1,2,6,1,2,True,True,3984.67,867.59
1,1,2,6,1,3,True,True,4669.74,867.59
1,1,2,6,2,0,True,True,3028.57,867.59
1,1,2,6,2,1,True,True,3713.64,867.59
1,1,2,6,2,2,True,True,4398.71,867.59
1,1,2,6,3,0,True,True,3442.61,867.59
1,1,2,6,3,1,True,True,4127.68,867.59
1,1,2,6,4,0,True,True,3856.65,867.59
1,1,2,7,0,0,True,True,2468.41,867.59
1,1,2,7,0,1,True,True,3153.48,867.59
1,1,2,7,0,2,True,True,3838.55,867.59
1,1,2,7,0,3,True,True,4523.62,867.59
1,1,2,7,1,0,True,True,2882.45,867.59
1,1,2,7,1,1,True,True,3567.52,867.59
1,1,2,7,1,2,True,True,4252.59,867.59
1,1,2,7,2,0,True,True,3296.49,867.59
1,1,2,7,2,1,True,True,3981.56,867.59
1,1,2,7,3,0,True,True,3710.53,867.59
1,1,2,8,0,0,True,True,2736.33,867.59
1,1,2,8,0,1,True,True,3421.40,867.59
1,1,2,8,0,2,True,True,4106.47,867.59
1,1,2,8,1,0,True,True,3150.37,867.59
1,1,2,8,1,1,True,True,3835.44,867.59
1,1,2,8,2,0,True,True,3564.41,867.59
1,1,2,9,0,0,True,True,3004.25,867.59
1,1,2,9,0,1,True,True,3689.32,867.59
1,1,2,9,1,0,True,True,3418.29,867.59
1,1,2,10,0,0,True,True,3272.17,867.59
1,1,2,0,0,0,True,False,539.29,131.20
1,1,2,0,0,1,True,False,1278.04,0.00
1,1,2,0,0,2,True,False,1963.11,0.00
1,1,2,0,0,3,True,False,2648.18,0.00
1,1,2,0,0,4,True,False,3333.25,0.00
1,1,2,0,0,5,True,False,4018.32,0.00
1,1,2,0,0,6,True,False,4703.39,0.00
1,1,2,0,0,7,True,False,5388.46,0.00
1,1,2,0,0,8,True,False,6073.53,0.00
1,1,2,0,0,9,True,False,6758.60,0.00
1,1,2,0,0,10,True,False,7443.67,0.00
1,1,2,0,1,0,True,False,1007.01,0.00
1,1,2,0,1,1,True,False,1692.08,0.00
1,1,2,0,1,2,True,False,2377.15,0.00
1,1,2,0,1,3,True,False,3062.22,0.00
1,1,2,0,1,4,True,False,3747.29,0.00
1,1,2,0,1,5,True,False,4432.36,0.00
1,1,2,0,1,6,True,False,5117.43,0.00
1,1,2,0,1,7,True,False,5802.50,0.00
1,1,2,0,1,8,True,False,6487.57,0.00
1,1,2,0,1,9,True,False,7172.64,0.00
1,1,2,0,2,0,True,False,1421.05,0.00
1,1,2,0,2,1,True,False,2106.12,0.00
1,1,2,0,2,2,True,False,2791.19,0.00
1,1,2,0,2,3,True,False,3476.26,0.00
1,1,2,0,2,4,True,False,4161.33,0.00
1,1,2,0,2,5,True,False,4846.40,0.00
1,1,2,0,2,6,True,False,5531.47,0.00
1,1,2,0,2,7,True,False,6216.54,0.00
1,1,2,0,2,8,True,False,6901.61,0.00
1,1,2,0,3,0,True,False,1835.09,0.00
1,1,2,0,3,1,True,False,2520.16,0.00
1,1,2,0,3,2,True,False,3205.23,0.00
1,1,2,0,3,3,True,False,3890.30,0.00
1,1,2,0,3,4,True,False,4575.37,0.00
1,1,2,0,3,5,True,False,5260.44,0.00
1,1,2,0,3,6,True,False,5945.51,0.00
1,1,2,0,3,7,True,False,6630.58,0.00
1,1,2,0,4,0,True,False,2249.13,0.00
1,1,2,0,4,1,True,False,2934.20,0.00
1,1,2,0,4,2,True,False,3619.27,0.00
1,1,2,0,4,3,True,False,4304.34,0.00
1,1,2,0,4,4,True,False,4989.41,0.00
1,1,2,0,4,5,True,False,5674.48,0.00
1,1,2,0,4,6,True,False,6359.55,0.00
1,1,2,0,5,0,True,False,2663.17,0.00
1,1,2,0,5,1,True,False,3348.24,0.00
1,1,2,0,5,2,True,False,4033.31,0.00
1,1,2,0,5,3,True,False,4718.38,0.00
1,1,2,0,5,4,True,False,5403.45,0.00
1,1,2,0,5,5,True,False,6088.52,0.00
1,1,2,0,6,0,True,False,3077.21,0.00
1,1,2,0,6,1,True,False,3762.28,0.00
1,1,2,0,6,2,True,False,4447.35,0.00
1,1,2,0,6,3,True,False,5132.42,0.00
1,1,2,0,6,4,True,False,5817.49,0.00
1,1,2,0,7,0,True,False,3491.25,0.00
1,1,2,0,7,1,True,False,4176.32,0.00
1,1,2,0,7,2,True,False,4861.39,0.00
1,1,2,0,7,3,True,False,5546.46,0.00
1,1,2,0,8,0,True,False,3905.29,0.00
1,1,2,0,8,1,True,False,4590.36,0.00
1,1,2,0,8,2,True,False,5275.43,0.00
1,1,2,0,9,0,True,False,4319.33,0.00
1,1,2,0,9,1,True,False,5004.40,0.00
1,1,2,0,10,0,True,False,4733.37,0.00
1,1,2,1,0,0,True,False,860.89,0.00
1,1,2,1,0,1,True,False,1545.96,0.00
1,1,2,1,0,2,True,False,2231.03,0.00
1,1,2,1,0,3,True,False,2916.10,0.00
1,1,2,1,0,4,True,False,3601.17,0.00
1,1,2,1,0,5,True,False,4286.24,0.00
1,1,2,1,0,6,True,False,4971.31,0.00
1,1,2,1,0,7,True,False,5656.38,0.00
1,1,2,1,0,8,True,False,6341.45,0.00
1,1,2,1,0,9,True,False,7026.52,0.00
1,1,2,1,1,0,True,False,1274.93,0.00
1,1,2,1,1,1,True,False,1960.00,0.00
1,1,2,1,1,2,True,False,2645.07,0.00
1,1,2,1,1,3,True,False,3330.14,0.00
1,1,2,1,1,4,True,False,4015.21,0.00
1,1,2,1,1,5,True,False,4700.28,0.00
1,1,2,1,1,6,True,False,5385.35,0.00
1,1,2,1,1,7,True,False,6070.42,0.00
1,1,2,1,1,8,True,False,6755.49,0.00
1,1,2,1,2,0,True,False,1688.97,0.00
1,1,2,1,2,1,True,False,2374.04,0.00
1,1,2,1,2,2,True,False,3059.11,0.00
1,1,2,1,2,3,True,False,3744.18,0.00
1,1,2,1,2,4,True,False,4429.25,0.00
1,1,2,1,2,5,True,False,5114.32,0.00
1,1,2,1,2,6,True,False,5799.39,0.00
1,1,2,1,2,7,True,False,6484.46,0.00
1,1,2,1,3,0,True,False,2103.01,0.00
1,1,2,1,3,1,True,False,2788.08,0.00
1,1,2,1,3,2,True,False,3473.15,0.00
1,1,2,1,3,3,True,False,4158.22,0.00
1,1,2,1,3,4,True,False,4843.29,0.00
1,1,2,1,3,5,True,False,5528.36,0.00
1,1,2,1,3,6,True,False,6213.43,0.00
1,1,2,1,4,0,True,False,2517.05,0.00
1,1,2,1,4,1,True,False,3202.12,0.00
1,1,2,1,4,2,True,False,3887.19,0.00
1,1,2,1,4,3,True,False,4572.26,0.00
1,1,2,1,4,4,True,False,5257.33,0.00
1,1,2,1,4,5,True,False,5942.40,0.00
1,1,2,1,5,0,True,False,2931.09,0.00
1,1,2,1,5,1,True,False,3616.16,0.00
1,1,2,1,5,2,True,False,4301.23,0.00
1,1,2,1,5,3,True,False,4986.30,0.00
1,1,2,1,5,4,True,False,5671.37,0.00
1,1,2,1,6,0,True,False,3345.13,0.00
1,1,2,1,6,1,True,False,4030.20,0.00
1,1,2,1,6,2,True,False,4715.27,0.00
1,1,2,1,6,3,True,False,5400.34,0.00
1,1,2,1,7,0,True,False,3759.17,0.00
1,1,2,1,7,1,True,False,4444.24,0.00
1,1,2,1,7,2,True,False,5129.31,0.00
1,1,2,1,8,0,True,False,4173.21,0.00
1,1,2,1,8,1,True,False,4858.28,0.00
1,1,2,1,9,0,True,False,4587.25,0.00
1,1,2,2,0,0,True,False,1128.81,0.00
1,1,2,2,0,1,True,False,1813.88,0.00
1,1,2,2,0,2,True,False,2498.95,0.00
1,1,2,2,0,3,True,False,3184.02,0.00
1,1,2,2,0,4,True,False,3869.09,0.00
1,1,2,2,0,5,True,False,4554.16,0.00
1,1,2,2,0,6,True,False,5239.23,0.00
1,1,2,2,0,7,True,False,5924.30,0.00
1,1,2,2,0,8,True,False,6609.37,0.00
1,1,2,2,1,0,True,False,1542.85,0.00
1,1,2,2,1,1,True,False,2227.92,0.00
1,1,2,2,1,2,True,False,2912.99,0.00
1,1,2,2,1,3,True,False,3598.06,0.00
1,1,2,2,1,4,True,False,4283.13,0.00
1,1,2,2,1,5,True,False,4968.20,0.00
1,1,2,2,1,6,True,False,5653.27,0.00
1,1,2,2,1,7,True,False,6338.34,0.00
1,1,2,2,2,0,True,False,1956.89,0.00
1,1,2,2,2,1,True,False,2641.96,0.00
1,1,2,2,2,2,True,False,3327.03,0.00
1,1,2,2,2,3,True,False,4012.10,0.00
1,1,2,2,2,4,True,False,4697.17,0.00
1,1,2,2,2,5,True,False,5382.24,0.00
1,1,2,2,2,6,True,False,6067.31,0.00
1,1,2,2,3,0,True,False,2370.93,0.00
1,1,2,2,3,1,True,False,3056.00,0.00
1,1,2,2,3,2,True,False,3741.07,0.00
1,1,2,2,3,3,True,False,4426.14,0.00
1,1,2,2,3,4,True,False,5111.21,0.00
1,1,2,2,3,5,True,False,5796.28,0.00
1,1,2,2,4,0,True,False,2784.97,0.00
1,1,2,2,4,1,True,False,3470.04,0.00
1,1,2,2,4,2,True,False,4155.11,0.00
1,1,2,2,4,3,True,False,4840.18,0.00
1,1,2,2,4,4,True,False,5525.25,0.00
1,1,2,2,5,0,True,False,3199.01,0.00
1,1,2,2,5,1,True,False,3884.08,0.00
1,1,2,2,5,2,True,False,4569.15,0.00
1,1,2,2,5,3,True,False,5254.22,0.00
1,1,2,2,6,0,True,False,3613.05,0.00
1,1,2,2,6,1,True,False,4298.12,0.00
1,1,2,2,6,2,True,False,4983.19,0.00
1,1,2,2,7,0,True,False,4027.09,0.00
1,1,2,2,7,1,True,False,4712.16,0.00
1,1,2,2,8,0,True,False,4441.13,0.00
1,1,2,3,0,0,True,False,1396.73,0.00
1,1,2,3,0,1,True,False,2081.80,0.00
1,1,2,3,0,2,True,False,2766.87,0.00
1,1,2,3,0,3,True,False,3451.94,0.00
1,1,2,3,0,4,True,False,4137.01,0.00
1,1,2,3,0,5,True,False,4822.08,0.00
1,1,2,3,0,6,True,False,5507.15,0.00
1,1,2,3,0,7,True,False,6192.22,0.00
1,1,2,3,1,0,True,False,1810.77,0.00
1,1,2,3,1,1,True,False,2495.84,0.00
1,1,2,3,1,2,True,False,3180.91,0.00
1,1,2,3,1,3,True,False,3865.98,0.00
1,1,2,3,1,4,True,False,4551.05,0.00
1,1,2,3,1,5,True,False,5236.12,0.00
1,1,2,3,1,6,True,False,5921.19,0.00
1,1,2,3,2,0,True,False,2224.81,0.00
1,1,2,3,2,1,True,False,2909.88,0.00
1,1,2,3,2,2,True,False,3594.95,0.00
1,1,2,3,2,3,True,False,4280.02,0.00
1,1,2,3,2,4,True,False,4965.09,0.00
1,1,2,3,2,5,True,False,5650.16,0.00
1,1,2,3,3,0,True,False,2638.85,0.00
1,1,2,3,3,1,True,False,3323.92,0.00
1,1,2,3,3,2,True,False,4008.99,0.00
1,1,2,3,3,3,True,False,4694.06,0.00
1,1,2,3,3,4,True,False,5379.13,0.00
1,1,2,3,4,0,True,False,3052.89,0.00
1,1,2,3,4,1,True,False,3737.96,0.00
1,1,2,3,4,2,True,False,4423.03,0.00
1,1,2,3,4,3,True,False,5108.10,0.00
1,1,2,3,5,0,True,False,3466.93,0.00
1,1,2,3,5,1,True,False,4152.00,0.00
1,1,2,3,5,2,True,False,4837.07,0.00
1,1,2,3,6,0,True,False,3880.97,0.00
1,1,2,3,6,1,True,False,4566.04,0.00
1,1,2,3,7,0,True,False,4295.01,0.00
1,1,2,4,0,0,True,False,1664.65,0.00
1,1,2,4,0,1,True,False,2349.72,0.00
1,1,2,4,0,2,True,False,3034.79,0.00
1,1,2,4,0,3,True,False,3719.86,0.00
1,1,2,4,0,4,True,False,4404.93,0.00
1,1,2,4,0,5,True,False,5090.00,0.00
1,1,2,4,0,6,True,False,5775.07,0.00
1,1,2,4,1,0,True,False,2078.69,0.00
1,1,2,4,1,1,True,False,2763.76,0.00
1,1,2,4,1,2,True,False,3448.83,0.00
1,1,2,4,1,3,True,False,4133.90,0.00
1,1,2,4,1,4,True,False,4818.97,0.00
1,1,2,4,1,5,True,False,5504.04,0.00
1,1,2,4,2,0,True,False,2492.73,0.00
1,1,2,4,2,1,True,False,3177.80,0.00
1,1,2,4,2,2,True,False,3862.87,0.00
1,1,2,4,2,3,True,False,4547.94,0.00
1,1,2,4,2,4,True,False,5233.01,0.00
1,1,2,4,3,0,True,False,2906.77,0.00
1,1,2,4,3,1,True,False,3591.84,0.00
1,1,2,4,3,2,True,False,4276.91,0.00
1,1,2,4,3,3,True,False,4961.98,0.00
1,1,2,4,4,0,True,False,3320.81,0.00
1,1,2,4,4,1,True,False,4005.88,0.00
1,1,2,4,4,2,True,False,4690.95,0.00
1,1,2,4,5,0,True,False,3734.85,0.00
1,1,2,4,5,1,True,False,4419.92,0.00
1,1,2,4,6,0,True,False,4148.89,0.00
1,1,2,5,0,0,True,False,1932.57,0.00
1,1,2,5,0,1,True,False,2617.64,0.00
1,1,2,5,0,2,True,False,3302.71,0.00
1,1,2,5,0,3,True,False,3987.78,0.00
1,1,2,5,0,4,True,False,4672.85,0.00
1,1,2,5,0,5,True,False,5357.92,0.00
1,1,2,5,1,0,True,False,2346.61,0.00
1,1,2,5,1,1,True,False,3031.68,0.00
1,1,2,5,1,2,True,False,3716.75,0.00
1,1,2,5,1,3,True,False,4401.82,0.00
1,1,2,5,1,4,True,False,5086.89,0.00
1,1,2,5,2,0,True,False,2760.65,0.00
1,1,2,5,2,1,True,False,3445.72,0.00
1,1,2,5,2,2,True,False,4130.79,0.00
1,1,2,5,2,3,True,False,4815.86,0.00
1,1,2,5,3,0,True,False,3174.69,0.00
1,1,2,5,3,1,True,False,3859.76,0.00
1,1,2,5,3,2,True,False,4544.83,0.00
1,1,2,5,4,0,True,False,3588.73,0.00
1,1,2,5,4,1,True,False,4273.80,0.00
1,1,2,5,5,0,True,False,4002.77,0.00
1,1,2,6,0,0,True,False,2200.49,0.00
1,1,2,6,0,1,True,False,2885.56,0.00
1,1,2,6,0,2,True,False,3570.63,0.00
1,1,2,6,0,3,True,False,4255.70,0.00
1,1,2,6,0,4,True,False,4940.77,0.00
1,1,2,6,1,0,True,False,2614.53,0.00
1,1,2,6,1,1,True,False,3299.60,0.00
1,1,2,6,1,2,True,False,3984.67,0.00
1,1,2,6,1,3,True,False,4669.74,0.00
1,1,2,6,2,0,True,False,3028.57,0.00
1,1,2,6,2,1,True,False,3713.64,0.00
1,1,2,6,2,2,True,False,4398.71,0.00
1,1,2,6,3,0,True,False,3442.61,0.00
1,1,2,6,3,1,True,False,4127.68,0.00
1,1,2,6,4,0,True,False,3856.65,0.00
1,1,2,7,0,0,True,False,2468.41,0.00
1,1,2,7,0,1,True,False,3153.48,0.00
1,1,2,7,0,2,True,False,3838.55,0.00
1,1,2,7,0,3,True,False,4523.62,0.00
1,1,2,7,1,0,True,False,2882.45,0.00
1,1,2,7,1,1,True,False,3567.52,0.00
1,1,2,7,1,2,True,False,4252.59,0.00
1,1,2,7,2,0,True,False,3296.49,0.00
1,1,2,7,2,1,True,False,3981.56,0.00
1,1,2,7,3,0,True,False,3710.53,0.00
1,1,2,8,0,0,True,False,2736.33,0.00
1,1,2,8,0,1,True,False,3421.40,0.00
1,1,2,8,0,2,True,False,4106.47,0.00
1,1,2,8,1,0,True,False,3150.37,0.00
1,1,2,8,1,1,True,False,3835.44,0.00
1,1,2,8,2,0,True,False,3564.41,0.00
1,1,2,9,0,0,True,False,3004.25,0.00
1,1,2,9,0,1,True,False,3689.32,0.00
1,1,2,9,1,0,True,False,3418.29,0.00
1,1,2,10,0,0,True,False,3272.17,0.00
1,1,2,0,0,0,False,True,368.25,131.20
1,1,2,0,0,1,False,True,1107.00,867.59
1,1,2,0,0,2,False,True,1792.07,867.59
1,1,2,0,0,3,False,True,2477.14,867.59
1,1,2,0,0,4,False,True,3162.21,867.59
1,1,2,0,0,5,False,True,3847.28,867.59
1,1,2,0,0,6,False,True,4532.35,867.59
1,1,2,0,0,7,False,True,5217.42,867.59
1,1,2,0,0,8,False,True,5902.49,867.59
1,1,2,0,0,9,False,True,6587.56,867.59
1,1,2,0,0,10,False,True,7272.63,867.59
1,1,2,0,1,0,False,True,835.97,867.59
1,1,2,0,1,1,False,True,1521.04,867.59
1,1,2,0,1,2,False,True,2206.11,867.59
1,1,2,0,1,3,False,True,2891.18,867.59
1,1,2,0,1,4,False,True,3576.25,867.59
1,1,2,0,1,5,False,True,4261.32,867.59
1,1,2,0,1,6,False,True,4946.39,867.59
1,1,2,0,1,7,False,True,5631.46,867.59
1,1,2,0,1,8,False,True,6316.53,867.59
1,1,2,0,1,9,False,True,7001.60,867.59
1,1,2,0,2,0,False,True,1250.01,867.59
1,1,2,0,2,1,False,True,1935.08,867.59
1,1,2,0,2,2,False,True,2620.15,867.59
1,1,2,0,2,3,False,True,3305.22,867.59
1,1,2,0,2,4,False,True,3990.29,867.59
1,1,2,0,2,5,False,True,4675.36,867.59
1,1,2,0,2,6,False,True,5360.43,867.59
1,1,2,0,2,7,False,True,6045.50,867.59
1,1,2,0,2,8,False,True,6730.57,867.59
1,1,2,0,3,0,False,True,1664.05,867.59
1,1,2,0,3,1,False,True,2349.12,867.59
1,1,2,0,3,2,False,True,3034.19,867.59
1,1,2,0,3,3,False,True,3719.26,867.59
1,1,2,0,3,4,False,True,4404.33,867.59
1,1,2,0,3,5,False,True,5089.40,867.59
1,1,2,0,3,6,False,True,5774.47,867.59
1,1,2,0,3,7,False,True,6459.54,867.59
1,1,2,0,4,0,False,True,2078.09,867.59
1,1,2,0,4,1,False,True,2763.16,867.59
1,1,2,0,4,2,False,True,3448.23,867.59
1,1,2,0,4,3,False,True,4133.30,867.59
1,1,2,0,4,4,False,True,4818.37,867.59
1,1,2,0,4,5,False,True,5503.44,867.59
1,1,2,0,4,6,False,True,6188.51,867.59
1,1,2,0,5,0,False,True,2492.13,867.59
1,1,2,0,5,1,False,True,3177.20,867.59
1,1,2,0,5,2,False,True,3862.27,867.59
1,1,2,0,5,3,False,True,4547.34,867.59
1,1,2,0,5,4,False,True,5232.41,867.59
1,1,2,0,5,5,False,True,5917.48,867.59
1,1,2,0,6,0,False,True,2906.17,867.59
1,1,2,0,6,1,False,True,3591.24,867.59
1,1,2,0,6,2,False,True,4276.31,867.59
1,1,2,0,6,3,False,True,4961.38,867.59
1,1,2,0,6,4,False,True,5646.45,867.59
1,1,2,0,7,0,False,True,3320.21,867.59
1,1,2,0,7,1,False,True,4005.28,867.59
1,1,2,0,7,2,False,True,4690.35,867.59
1,1,2,0,7,3,False,True,5375.42,867.59
1,1,2,0,8,0,False,True,3734.25,867.59
1,1,2,0,8,1,False,True,4419.32,867.59
1,1,2,0,8,2,False,True,5104.39,867.59
1,1,2,0,9,0,False,True,4148.29,867.59
1,1,2,0,9,1,False,True,4833.36,867.59
1,1,2,0,10,0,False,True,4562.33,867.59
1,1,2,1,0,0,False,True,689.85,867.59
1,1,2,1,0,1,False,True,1374.92,867.59
1,1,2,1,0,2,False,True,2059.99,867.59
1,1,2,1,0,3,False,True,2745.06,867.59
1,1,2,1,0,4,False,True,3430.13,867.59
1,1,2,1,0,5,False,True,4115.20,867.59
1,1,2,1,0,6,False,True,4800.27,867.59
1,1,2,1,0,7,False,True,5485.34,867.59
1,1,2,1,0,8,False,True,6170.41,867.59
1,1,2,1,0,9,False,True,6855.48,867.59
1,1,2,1,1,0,False,True,1103.89,867.59
1,1,2,1,1,1,False,True,1788.96,867.59
1,1,2,1,1,2,False,True,2474.03,867.59
1,1,2,1,1,3,False,True,3159.10,867.59
1,1,2,1,1,4,False,True,3844.17,867.59
1,1,2,1,1,5,False,True,4529.24,867.59
1,1,2,1,1,6,False,True,5214.31,867.59
1,1,2,1,1,7,False,True,5899.38,867.59
1,1,2,1,1,8,False,True,6584.45,867.59
1,1,2,1,2,0,False,True,1517.93,867.59
1,1,2,1,2,1,False,True,2203.00,867.59
1,1,2,1,2,2,False,True,2888.07,867.59
1,1,2,1,2,3,False,True,3573.14,867.59
1,1,2,1,2,4,False,True,4258.21,867.59
1,1,2,1,2,5,False,True,4943.28,867.59
1,1,2,1,2,6,False,True,5628.35,867.59
1,1,2,1,2,7,False,True,6313.42,867.59
1,1,2,1,3,0,False,True,1931.97,867.59
1,1,2,1,3,1,False,True,2617.04,867.59
1,1,2,1,3,2,False,True,3302.11,867.59
1,1,2,1,3,3,False,True,3987.18,867.59
1,1,2,1,3,4,False,True,4672.25,867.59
1,1,2,1,3,5,False,True,5357.32,867.59
1,1,2,1,3,6,False,True,6042.39,867.59
1,1,2,1,4,0,False,True,2346.01,867.59
1,1,2,1,4,1,False,True,3031.08,867.59
1,1,2,1,4,2,False,True,3716.15,867.59
1,1,2,1,4,3,False,True,4401.22,867.59
1,1,2,1,4,4,False,True,5086.29,867.59
1,1,2,1,4,5,False,True,5771.36,867.59
1,1,2,1,5,0,False,True,2760.05,867.59
1,1,2,1,5,1,False,True,3445.12,867.59
1,1,2,1,5,2,False,True,4130.19,867.59
1,1,2,1,5,3,False,True,4815.26,867.59
1,1,2,1,5,4,False,True,5500.33,867.59
1,1,2,1,6,0,False,True,3174.09,867.59
1,1,2,1,6,1,False,True,3859.16,867.59
1,1,2,1,6,2,False,True,4544.23,867.59
1,1,2,1,6,3,False,True,5229.30,867.59
1,1,2,1,7,0,False,True,3588.13,867.59
1,1,2,1,7,1,False,True,4273.20,867.59
1,1,2,1,7,2,False,True,4958.27,867.59
1,1,2,1,8,0,False,True,4002.17,867.59
1,1,2,1,8,1,False,True,4687.24,867.59
1,1,2,1,9,0,False,True,4416.21,867.59
1,1,2,2,0,0,False,True,957.77,867.59
1,1,2,2,0,1,False,True,1642.84,867.59
1,1,2,2,0,2,False,True,2327.91,867.59
1,1,2,2,0,3,False,True,3012.98,867.59
1,1,2,2,0,4,False,True,3698.05,867.59
1,1,2,2,0,5,False,True,4383.12,867.59
1,1,2,2,0,6,False,True,5068.19,867.59
1,1,2,2,0,7,False,True,5753.26,867.59
1,1,2,2,0,8,False,True,6438.33,867.59
1,1,2,2,1,0,False,True,1371.81,867.59
1,1,2,2,1,1,False,True,2056.88,867.59
1,1,2,2,1,2,False,True,2741.95,867.59
1,1,2,2,1,3,False,True,3427.02,867.59
1,1,2,2,1,4,False,True,4112.09,867.59
1,1,2,2,1,5,False,True,4797.16,867.59
1,1,2,2,1,6,False,True,5482.23,867.59
1,1,2,2,1,7,False,True,6167.30,867.59
1,1,2,2,2,0,False,True,1785.85,867.59
1,1,2,2,2,1,False,True,2470.92,867.59
1,1,2,2,2,2,False,True,3155.99,867.59
1,1,2,2,2,3,False,True,3841.06,867.59
1,1,2,2,2,4,False,True,4526.13,867.59
1,1,2,2,2,5,False,True,5211.20,867.59
1,1,2,2,2,6,False,True,5896.27,867.59
1,1,2,2,3,0,False,True,2199.89,867.59
1,1,2,2,3,1,False,True,2884.96,867.59
1,1,2,2,3,2,False,True,3570.03,867.59
1,1,2,2,3,3,False,True,4255.10,867.59
1,1,2,2,3,4,False,True,4940.17,867.59
1,1,2,2,3,5,False,True,5625.24,867.59
1,1,2,2,4,0,False,True,2613.93,867.59
1,1,2,2,4,1,False,True,3299.00,867.59
1,1,2,2,4,2,False,True,3984.07,867.59
1,1,2,2,4,3,False,True,4669.14,867.59
1,1,2,2,4,4,False,True,5354.21,867.59
1,1,2,2,5,0,False,True,3027.97,867.59
1,1,2,2,5,1,False,True,3713.04,867.59
1,1,2,2,5,2,False,True,4398.11,867.59
1,1,2,2,5,3,False,True,5083.18,867.59
1,1,2,2,6,0,False,True,3442.01,867.59
1,1,2,2,6,1,False,True,4127.08,867.59
1,1,2,2,6,2,False,True,4812.15,867.59
1,1,2,2,7,0,False,True,3856.05,867.59
1,1,2,2,7,1,False,True,4541.12,867.59
1,1,2,2,8,0,False,True,4270.09,867.59
1,1,2,3,0,0,False,True,1225.69,867.59
1,1,2,3,0,1,False,True,1910.76,867.59
1,1,2,3,0,2,False,True,2595.83,867.59
1,1,2,3,0,3,False,True,3280.90,867.59
1,1,2,3,0,4,False,True,3965.97,867.59
1,1,2,3,0,5,False,True,4651.04,867.59
1,1,2,3,0,6,False,True,5336.11,867.59
1,1,2,3,0,7,False,True,6021.18,867.59
1,1,2,3,1,0,False,True,1639.73,867.59
1,1,2,3,1,1,False,True,2324.80,867.59
1,1,2,3,1,2,False,True,3009.87,867.59
1,1,2,3,1,3,False,True,3694.94,867.59
1,1,2,3,1,4,False,True,4380.01,867.59
1,1,2,3,1,5,False,True,5065.08,867.59
1,1,2,3,1,6,False,True,5750.15,867.59
1,1,2,3,2,0,False,True,2053.77,867.59
1,1,2,3,2,1,False,True,2738.84,867.59
1,1,2,3,2,2,False,True,3423.91,867.59
1,1,2,3,2,3,False,True,4108.98,867.59
1,1,2,3,2,4,False,True,4794.05,867.59
1,1,2,3,2,5,False,True,5479.12,867.59
1,1,2,3,3,0,False,True,2467.81,867.59
1,1,2,3,3,1,False,True,3152.88,867.59
1,1,2,3,3,2,False,True,3837.95,867.59
1,1,2,3,3,3,False,True,4523.02,867.59
1,1,2,3,3,4,False,True,5208.09,867.59
1,1,2,3,4,0,False,True,2881.85,867.59
1,1,2,3,4,1,False,True,3566.92,867.59
1,1,2,3,4,2,False,True,4251.99,867.59
1,1,2,3,4,3,False,True,4937.06,867.59
1,1,2,3,5,0,False,True,3295.89,867.59
1,1,2,3,5,1,False,True,3980.96,867.59
1,1,2,3,5,2,False,True,4666.03,867.59
1,1,2,3,6,0,False,True,3709.93,867.59
1,1,2,3,6,1,False,True,4395.00,867.59
1,1,2,3,7,0,False,True,4123.97,867.59
1,1,2,4,0,0,False,True,1493.61,867.59
